Journey ID,Route Code,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Delay Duration,Journey Status,Reason for Delay
LIV-MAN:20240304:1830,LIV-MAN,2024-03-04,2024-03-04 18:30:00,2024-03-04 19:00:00,2024-03-04 19:00:00,0 days 00:00:00,On Time,
BHM-YRK:20240304:1830,BHM-YRK,2024-03-04,2024-03-04 18:30:00,2024-03-04 20:15:00,2024-03-04 20:15:00,0 days 00:00:00,On Time,
BHM-NUN:20240304:1845,BHM-NUN,2024-03-04,2024-03-04 18:45:00,2024-03-04 19:05:00,2024-03-04 19:05:00,0 days 00:00:00,On Time,
MAN-LIV:20240304:1845,MAN-LIV,2024-03-04,2024-03-04 18:45:00,2024-03-04 19:15:00,2024-03-04 19:15:00,0 days 00:00:00,On Time,
STP-LEI:20240304:1845,STP-LEI,2024-03-04,2024-03-04 18:45:00,2024-03-04 19:45:00,2024-03-04 19:45:00,0 days 00:00:00,On Time,
STP-BHM:20240304:1845,STP-BHM,2024-03-04,2024-03-04 18:45:00,2024-03-04 20:05:00,2024-03-04 20:05:00,0 days 00:00:00,On Time,
LIV-LDS:20240304:1900,LIV-LDS,2024-03-04,2024-03-04 19:00:00,2024-03-04 20:30:00,2024-03-04 20:30:00,0 days 00:00:00,On Time,
KGX-YRK:20240304:1945,KGX-YRK,2024-03-04,2024-03-04 19:45:00,2024-03-04 21:35:00,2024-03-04 21:35:00,0 days 00:00:00,On Time,
MAN-LIV:20240304:2015,MAN-LIV,2024-03-04,2024-03-04 20:15:00,2024-03-04 20:45:00,2024-03-04 20:45:00,0 days 00:00:00,On Time,
EUS-MAN:20240304:2015,EUS-MAN,2024-03-04,2024-03-04 20:15:00,2024-03-04 22:05:00,2024-03-04 22:05:00,0 days 00:00:00,On Time,
STP-BHM:20240304:2030,STP-BHM,2024-03-04,2024-03-04 20:30:00,2024-03-04 21:50:00,2024-03-04 21:50:00,0 days 00:00:00,On Time,
EUS-BHM:20240304:2030,EUS-BHM,2024-03-04,2024-03-04 20:30:00,2024-03-04 21:50:00,2024-03-04 21:50:00,0 days 00:00:00,On Time,
MAN-LIV:20240304:2100,MAN-LIV,2024-03-04,2024-03-04 21:00:00,2024-03-04 21:30:00,2024-03-04 21:30:00,0 days 00:00:00,On Time,
EUS-BHM:20240304:2100,EUS-BHM,2024-03-04,2024-03-04 21:00:00,2024-03-04 22:20:00,2024-03-04 22:20:00,0 days 00:00:00,On Time,
LIV-MAN:20240304:2130,LIV-MAN,2024-03-04,2024-03-04 21:30:00,2024-03-04 22:00:00,2024-03-04 22:00:00,0 days 00:00:00,On Time,
PAD-RDG:20240304:2130,PAD-RDG,2024-03-04,2024-03-04 21:30:00,2024-03-04 22:30:00,2024-03-04 22:30:00,0 days 00:00:00,On Time,
EUS-BHM:20240304:2130,EUS-BHM,2024-03-04,2024-03-04 21:30:00,2024-03-04 22:50:00,2024-03-04 22:50:00,0 days 00:00:00,On Time,
KGX-YRK:20240304:2215,KGX-YRK,2024-03-04,2024-03-04 22:15:00,2024-03-04 00:05:00,2024-03-04 00:05:00,0 days 00:00:00,On Time,
EUS-BHM:20240304:2215,EUS-BHM,2024-03-04,2024-03-04 22:15:00,2024-03-04 23:35:00,2024-03-04 23:35:00,0 days 00:00:00,On Time,
EUS-MAN:20240304:2230,EUS-MAN,2024-03-04,2024-03-04 22:30:00,2024-03-04 00:20:00,2024-03-04 00:20:00,0 days 00:00:00,On Time,
EUS-BHM:20240304:2245,EUS-BHM,2024-03-04,2024-03-04 22:45:00,2024-03-04 00:05:00,2024-03-04 00:05:00,0 days 00:00:00,On Time,
LIV-MAN:20240304:2330,LIV-MAN,2024-03-04,2024-03-04 23:30:00,2024-03-04 00:00:00,2024-03-04 00:00:00,0 days 00:00:00,On Time,
RDG-PAD:20240304:2345,RDG-PAD,2024-03-04,2024-03-04 23:45:00,2024-03-04 00:10:00,2024-03-04 00:10:00,0 days 00:00:00,On Time,
YRK-DUR:20240304:2345,YRK-DUR,2024-03-04,2024-03-04 23:45:00,2024-03-04 00:35:00,2024-03-04 00:35:00,0 days 00:00:00,On Time,
BHM-EUS:20240304:2345,BHM-EUS,2024-03-04,2024-03-04 23:45:00,2024-03-04 01:05:00,2024-03-04 01:05:00,0 days 00:00:00,On Time,
LIV-MAN:20240305:0000,LIV-MAN,2024-03-05,2024-03-05 00:00:00,2024-03-05 00:30:00,2024-03-05 00:30:00,0 days 00:00:00,On Time,
MAN-EUS:20240305:0000,MAN-EUS,2024-03-05,2024-03-05 00:00:00,2024-03-05 01:50:00,2024-03-05 01:50:00,0 days 00:00:00,On Time,
LIV-MAN:20240305:0015,LIV-MAN,2024-03-05,2024-03-05 00:15:00,2024-03-05 00:45:00,2024-03-05 00:45:00,0 days 00:00:00,On Time,
STP-BHM:20240305:0145,STP-BHM,2024-03-05,2024-03-05 01:45:00,2024-03-05 03:05:00,2024-03-05 03:05:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:0145,KGX-YRK,2024-03-05,2024-03-05 01:45:00,2024-03-05 03:35:00,2024-03-05 03:35:00,0 days 00:00:00,On Time,
LIV-MAN:20240305:0200,LIV-MAN,2024-03-05,2024-03-05 02:00:00,2024-03-05 02:30:00,2024-03-05 02:30:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:0200,MAN-LIV,2024-03-05,2024-03-05 02:00:00,2024-03-05 02:30:00,2024-03-05 02:30:00,0 days 00:00:00,On Time,
MAN-NOT:20240305:0200,MAN-NOT,2024-03-05,2024-03-05 02:00:00,2024-03-05 03:00:00,2024-03-05 03:00:00,0 days 00:00:00,On Time,
STP-BHM:20240305:0200,STP-BHM,2024-03-05,2024-03-05 02:00:00,2024-03-05 03:20:00,2024-03-05 03:20:00,0 days 00:00:00,On Time,
LIV-MAN:20240305:0215,LIV-MAN,2024-03-05,2024-03-05 02:15:00,2024-03-05 02:45:00,2024-03-05 02:45:00,0 days 00:00:00,On Time,
EUS-BHM:20240305:0215,EUS-BHM,2024-03-05,2024-03-05 02:15:00,2024-03-05 03:35:00,2024-03-05 03:35:00,0 days 00:00:00,On Time,
EUS-BHM:20240305:0230,EUS-BHM,2024-03-05,2024-03-05 02:30:00,2024-03-05 03:50:00,2024-03-05 03:50:00,0 days 00:00:00,On Time,
LIV-MAN:20240305:0245,LIV-MAN,2024-03-05,2024-03-05 02:45:00,2024-03-05 03:15:00,2024-03-05 03:15:00,0 days 00:00:00,On Time,
STP-BHM:20240305:0245,STP-BHM,2024-03-05,2024-03-05 02:45:00,2024-03-05 04:05:00,2024-03-05 04:05:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:0245,KGX-YRK,2024-03-05,2024-03-05 02:45:00,2024-03-05 04:35:00,2024-03-05 04:35:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:0330,MAN-LIV,2024-03-05,2024-03-05 03:30:00,2024-03-05 04:00:00,2024-03-05 04:00:00,0 days 00:00:00,On Time,
EUS-BHM:20240305:0345,EUS-BHM,2024-03-05,2024-03-05 03:45:00,2024-03-05 05:05:00,2024-03-05 05:05:00,0 days 00:00:00,On Time,
LIV-MAN:20240305:0400,LIV-MAN,2024-03-05,2024-03-05 04:00:00,2024-03-05 04:30:00,2024-03-05 04:30:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:0415,PAD-RDG,2024-03-05,2024-03-05 04:15:00,2024-03-05 05:15:00,2024-03-05 05:15:00,0 days 00:00:00,On Time,
LIV-MAN:20240305:0430,LIV-MAN,2024-03-05,2024-03-05 04:30:00,2024-03-05 05:00:00,2024-03-05 05:00:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:0445,KGX-YRK,2024-03-05,2024-03-05 04:45:00,2024-03-05 06:35:00,2024-03-05 06:35:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:0500,MAN-LIV,2024-03-05,2024-03-05 05:00:00,2024-03-05 05:30:00,2024-03-05 05:30:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:0500,KGX-YRK,2024-03-05,2024-03-05 05:00:00,2024-03-05 06:50:00,2024-03-05 06:50:00,0 days 00:00:00,On Time,
KGX-LIV:20240305:0500,KGX-LIV,2024-03-05,2024-03-05 05:00:00,2024-03-05 07:15:00,2024-03-05 07:15:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:0515,PAD-RDG,2024-03-05,2024-03-05 05:15:00,2024-03-05 06:15:00,2024-03-05 06:15:00,0 days 00:00:00,On Time,
EUS-BHM:20240305:0515,EUS-BHM,2024-03-05,2024-03-05 05:15:00,2024-03-05 06:35:00,2024-03-05 06:35:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:0530,PAD-RDG,2024-03-05,2024-03-05 05:30:00,2024-03-05 06:30:00,2024-03-05 07:28:00,0 days 00:58:00,Delayed,Staff Shortage
KGX-YRK:20240305:0530,KGX-YRK,2024-03-05,2024-03-05 05:30:00,2024-03-05 07:20:00,2024-03-05 07:20:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:0545,MAN-LIV,2024-03-05,2024-03-05 05:45:00,2024-03-05 06:15:00,2024-03-05 06:15:00,0 days 00:00:00,On Time,
LIV-MAN:20240305:0545,LIV-MAN,2024-03-05,2024-03-05 05:45:00,2024-03-05 06:15:00,2024-03-05 06:29:00,0 days 00:14:00,Delayed,Signal Failure
MAN-LIV:20240305:0600,MAN-LIV,2024-03-05,2024-03-05 06:00:00,2024-03-05 06:30:00,2024-03-05 06:30:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:0615,MAN-LIV,2024-03-05,2024-03-05 06:15:00,2024-03-05 06:45:00,2024-03-05 06:45:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:0615,PAD-RDG,2024-03-05,2024-03-05 06:15:00,2024-03-05 07:15:00,,,Cancelled,Signal Failure
YRK-PBO:20240305:0615,YRK-PBO,2024-03-05,2024-03-05 06:15:00,2024-03-05 07:25:00,2024-03-05 07:25:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:0615,KGX-YRK,2024-03-05,2024-03-05 06:15:00,2024-03-05 08:05:00,2024-03-05 08:05:00,0 days 00:00:00,On Time,
BHM-NUN:20240305:0630,BHM-NUN,2024-03-05,2024-03-05 06:30:00,2024-03-05 06:50:00,2024-03-05 06:50:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:0630,MAN-LIV,2024-03-05,2024-03-05 06:30:00,2024-03-05 07:00:00,2024-03-05 07:00:00,0 days 00:00:00,On Time,
YRK-DON:20240305:0630,YRK-DON,2024-03-05,2024-03-05 06:30:00,2024-03-05 07:00:00,2024-03-05 07:00:00,0 days 00:00:00,On Time,
EUS-BHM:20240305:0630,EUS-BHM,2024-03-05,2024-03-05 06:30:00,2024-03-05 07:50:00,2024-03-05 07:50:00,0 days 00:00:00,On Time,
BHM-STP:20240305:0630,BHM-STP,2024-03-05,2024-03-05 06:30:00,2024-03-05 07:50:00,2024-03-05 07:50:00,0 days 00:00:00,On Time,
STP-BHM:20240305:0630,STP-BHM,2024-03-05,2024-03-05 06:30:00,2024-03-05 07:50:00,2024-03-05 07:50:00,0 days 00:00:00,On Time,
BHM-PAD:20240305:0630,BHM-PAD,2024-03-05,2024-03-05 06:30:00,2024-03-05 08:00:00,2024-03-05 08:00:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:0630,KGX-YRK,2024-03-05,2024-03-05 06:30:00,2024-03-05 08:20:00,2024-03-05 08:20:00,0 days 00:00:00,On Time,
LIV-MAN:20240305:0645,LIV-MAN,2024-03-05,2024-03-05 06:45:00,2024-03-05 07:15:00,2024-03-05 07:15:00,0 days 00:00:00,On Time,
STP-BHM:20240305:0645,STP-BHM,2024-03-05,2024-03-05 06:45:00,2024-03-05 08:05:00,2024-03-05 08:05:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:0645,KGX-YRK,2024-03-05,2024-03-05 06:45:00,2024-03-05 08:35:00,2024-03-05 08:35:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:0715,PAD-RDG,2024-03-05,2024-03-05 07:15:00,2024-03-05 08:15:00,2024-03-05 08:15:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:0715,KGX-YRK,2024-03-05,2024-03-05 07:15:00,2024-03-05 09:05:00,2024-03-05 09:05:00,0 days 00:00:00,On Time,
YRK-DON:20240305:0730,YRK-DON,2024-03-05,2024-03-05 07:30:00,2024-03-05 08:00:00,2024-03-05 08:00:00,0 days 00:00:00,On Time,
RDG-SWI:20240305:0730,RDG-SWI,2024-03-05,2024-03-05 07:30:00,2024-03-05 08:15:00,2024-03-05 08:15:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:0730,PAD-RDG,2024-03-05,2024-03-05 07:30:00,2024-03-05 08:30:00,2024-03-05 08:30:00,0 days 00:00:00,On Time,
YRK-PBO:20240305:0730,YRK-PBO,2024-03-05,2024-03-05 07:30:00,2024-03-05 08:40:00,2024-03-05 08:40:00,0 days 00:00:00,On Time,
STP-BHM:20240305:0730,STP-BHM,2024-03-05,2024-03-05 07:30:00,2024-03-05 08:50:00,2024-03-05 08:50:00,0 days 00:00:00,On Time,
PAD-WAT:20240305:0730,PAD-WAT,2024-03-05,2024-03-05 07:30:00,2024-03-05 09:00:00,2024-03-05 09:00:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:0730,KGX-YRK,2024-03-05,2024-03-05 07:30:00,2024-03-05 09:20:00,2024-03-05 09:20:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:0745,PAD-RDG,2024-03-05,2024-03-05 07:45:00,2024-03-05 08:45:00,2024-03-05 08:45:00,0 days 00:00:00,On Time,
STP-BHM:20240305:0745,STP-BHM,2024-03-05,2024-03-05 07:45:00,2024-03-05 09:05:00,2024-03-05 09:05:00,0 days 00:00:00,On Time,
PAD-OXF:20240305:0745,PAD-OXF,2024-03-05,2024-03-05 07:45:00,2024-03-05 09:15:00,,,Cancelled,Signal Failure
KGX-YRK:20240305:0745,KGX-YRK,2024-03-05,2024-03-05 07:45:00,2024-03-05 09:35:00,2024-03-05 09:35:00,0 days 00:00:00,On Time,
MAN-PAD:20240305:0745,MAN-PAD,2024-03-05,2024-03-05 07:45:00,2024-03-05 10:00:00,2024-03-05 10:00:00,0 days 00:00:00,On Time,
RDG-OXF:20240305:0800,RDG-OXF,2024-03-05,2024-03-05 08:00:00,2024-03-05 08:25:00,2024-03-05 08:25:00,0 days 00:00:00,On Time,
MAN-EUS:20240305:0800,MAN-EUS,2024-03-05,2024-03-05 08:00:00,2024-03-05 09:50:00,2024-03-05 10:28:00,0 days 00:38:00,Delayed,Weather Conditions
LIV-EUS:20240305:0800,LIV-EUS,2024-03-05,2024-03-05 08:00:00,2024-03-05 10:15:00,2024-03-05 10:15:00,0 days 00:00:00,On Time,
EUS-BHM:20240305:0815,EUS-BHM,2024-03-05,2024-03-05 08:15:00,2024-03-05 09:35:00,2024-03-05 09:35:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:0830,MAN-LIV,2024-03-05,2024-03-05 08:30:00,2024-03-05 09:00:00,2024-03-05 09:00:00,0 days 00:00:00,On Time,
EUS-BHM:20240305:0830,EUS-BHM,2024-03-05,2024-03-05 08:30:00,2024-03-05 09:50:00,2024-03-05 09:50:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:0845,MAN-LIV,2024-03-05,2024-03-05 08:45:00,2024-03-05 09:15:00,2024-03-05 09:15:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:0845,PAD-RDG,2024-03-05,2024-03-05 08:45:00,2024-03-05 09:45:00,2024-03-05 09:45:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:0900,MAN-LIV,2024-03-05,2024-03-05 09:00:00,2024-03-05 09:30:00,2024-03-05 09:30:00,0 days 00:00:00,On Time,
MAN-NOT:20240305:0900,MAN-NOT,2024-03-05,2024-03-05 09:00:00,2024-03-05 10:00:00,2024-03-05 11:13:00,0 days 01:13:00,Delayed,Signal Failure
PAD-RDG:20240305:0900,PAD-RDG,2024-03-05,2024-03-05 09:00:00,2024-03-05 10:00:00,2024-03-05 10:00:00,0 days 00:00:00,On Time,
STP-BHM:20240305:0900,STP-BHM,2024-03-05,2024-03-05 09:00:00,2024-03-05 10:20:00,2024-03-05 10:20:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:0930,KGX-YRK,2024-03-05,2024-03-05 09:30:00,2024-03-05 11:20:00,2024-03-05 11:20:00,0 days 00:00:00,On Time,
EUS-BHM:20240305:0945,EUS-BHM,2024-03-05,2024-03-05 09:45:00,2024-03-05 11:05:00,2024-03-05 11:05:00,0 days 00:00:00,On Time,
LIV-BHM:20240305:1000,LIV-BHM,2024-03-05,2024-03-05 10:00:00,2024-03-05 11:30:00,2024-03-05 11:30:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:1015,KGX-YRK,2024-03-05,2024-03-05 10:15:00,2024-03-05 12:05:00,2024-03-05 12:05:00,0 days 00:00:00,On Time,
LIV-STP:20240305:1015,LIV-STP,2024-03-05,2024-03-05 10:15:00,2024-03-05 12:45:00,,,Cancelled,Signal Failure
LIV-MAN:20240305:1030,LIV-MAN,2024-03-05,2024-03-05 10:30:00,2024-03-05 11:00:00,2024-03-05 11:00:00,0 days 00:00:00,On Time,
EUS-BHM:20240305:1030,EUS-BHM,2024-03-05,2024-03-05 10:30:00,2024-03-05 11:50:00,,,Cancelled,Traffic
EUS-BHM:20240305:1045,EUS-BHM,2024-03-05,2024-03-05 10:45:00,2024-03-05 12:05:00,2024-03-05 12:05:00,0 days 00:00:00,On Time,
LIV-MAN:20240305:1100,LIV-MAN,2024-03-05,2024-03-05 11:00:00,2024-03-05 11:30:00,2024-03-05 11:30:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:1100,MAN-LIV,2024-03-05,2024-03-05 11:00:00,2024-03-05 11:30:00,2024-03-05 11:30:00,0 days 00:00:00,On Time,
STP-BHM:20240305:1100,STP-BHM,2024-03-05,2024-03-05 11:00:00,2024-03-05 12:20:00,2024-03-05 12:20:00,0 days 00:00:00,On Time,
PAD-LIV:20240305:1100,PAD-LIV,2024-03-05,2024-03-05 11:00:00,2024-03-05 13:30:00,2024-03-05 13:30:00,0 days 00:00:00,On Time,
LIV-MAN:20240305:1115,LIV-MAN,2024-03-05,2024-03-05 11:15:00,2024-03-05 11:45:00,2024-03-05 12:14:00,0 days 00:29:00,Delayed,Technical Issue
STP-BHM:20240305:1115,STP-BHM,2024-03-05,2024-03-05 11:15:00,2024-03-05 12:35:00,2024-03-05 12:35:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:1130,KGX-YRK,2024-03-05,2024-03-05 11:30:00,2024-03-05 13:20:00,2024-03-05 13:20:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:1145,PAD-RDG,2024-03-05,2024-03-05 11:45:00,2024-03-05 12:45:00,2024-03-05 12:45:00,0 days 00:00:00,On Time,
STP-BHM:20240305:1145,STP-BHM,2024-03-05,2024-03-05 11:45:00,2024-03-05 13:05:00,2024-03-05 13:05:00,0 days 00:00:00,On Time,
EUS-BHM:20240305:1145,EUS-BHM,2024-03-05,2024-03-05 11:45:00,2024-03-05 13:05:00,2024-03-05 13:05:00,0 days 00:00:00,On Time,
STP-BHM:20240305:1200,STP-BHM,2024-03-05,2024-03-05 12:00:00,2024-03-05 13:20:00,2024-03-05 13:20:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:1300,KGX-YRK,2024-03-05,2024-03-05 13:00:00,2024-03-05 14:50:00,,,Cancelled,Weather Conditions
YRK-EDB:20240305:1300,YRK-EDB,2024-03-05,2024-03-05 13:00:00,2024-03-05 15:30:00,2024-03-05 15:30:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:1315,MAN-LIV,2024-03-05,2024-03-05 13:15:00,2024-03-05 13:45:00,2024-03-05 13:45:00,0 days 00:00:00,On Time,
LIV-MAN:20240305:1330,LIV-MAN,2024-03-05,2024-03-05 13:30:00,2024-03-05 14:00:00,2024-03-05 14:00:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:1330,MAN-LIV,2024-03-05,2024-03-05 13:30:00,2024-03-05 14:00:00,2024-03-05 14:00:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:1330,PAD-RDG,2024-03-05,2024-03-05 13:30:00,2024-03-05 14:30:00,2024-03-05 14:30:00,0 days 00:00:00,On Time,
STP-BHM:20240305:1330,STP-BHM,2024-03-05,2024-03-05 13:30:00,2024-03-05 14:50:00,2024-03-05 14:50:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:1345,PAD-RDG,2024-03-05,2024-03-05 13:45:00,2024-03-05 14:45:00,2024-03-05 14:45:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:1400,PAD-RDG,2024-03-05,2024-03-05 14:00:00,2024-03-05 15:00:00,2024-03-05 15:00:00,0 days 00:00:00,On Time,
STP-BHM:20240305:1400,STP-BHM,2024-03-05,2024-03-05 14:00:00,2024-03-05 15:20:00,2024-03-05 15:20:00,0 days 00:00:00,On Time,
PAD-LIV:20240305:1400,PAD-LIV,2024-03-05,2024-03-05 14:00:00,2024-03-05 16:30:00,2024-03-05 16:30:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:1415,PAD-RDG,2024-03-05,2024-03-05 14:15:00,2024-03-05 15:15:00,,,Cancelled,Traffic
PAD-MAN:20240305:1415,PAD-MAN,2024-03-05,2024-03-05 14:15:00,2024-03-05 16:30:00,2024-03-05 16:30:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:1430,PAD-RDG,2024-03-05,2024-03-05 14:30:00,2024-03-05 15:30:00,2024-03-05 15:30:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:1430,KGX-YRK,2024-03-05,2024-03-05 14:30:00,2024-03-05 16:20:00,2024-03-05 16:20:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:1445,PAD-RDG,2024-03-05,2024-03-05 14:45:00,2024-03-05 15:45:00,2024-03-05 15:45:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:1500,PAD-RDG,2024-03-05,2024-03-05 15:00:00,2024-03-05 16:00:00,2024-03-05 16:00:00,0 days 00:00:00,On Time,
STP-BHM:20240305:1500,STP-BHM,2024-03-05,2024-03-05 15:00:00,2024-03-05 16:20:00,2024-03-05 16:20:00,0 days 00:00:00,On Time,
RDG-PAD:20240305:1530,RDG-PAD,2024-03-05,2024-03-05 15:30:00,2024-03-05 15:55:00,2024-03-05 15:55:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:1530,MAN-LIV,2024-03-05,2024-03-05 15:30:00,2024-03-05 16:00:00,2024-03-05 16:00:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:1530,PAD-RDG,2024-03-05,2024-03-05 15:30:00,2024-03-05 16:30:00,2024-03-05 16:30:00,0 days 00:00:00,On Time,
STP-BHM:20240305:1530,STP-BHM,2024-03-05,2024-03-05 15:30:00,2024-03-05 16:50:00,2024-03-05 16:50:00,0 days 00:00:00,On Time,
EUS-BHM:20240305:1530,EUS-BHM,2024-03-05,2024-03-05 15:30:00,2024-03-05 16:50:00,2024-03-05 16:50:00,0 days 00:00:00,On Time,
EDB-KGX:20240305:1530,EDB-KGX,2024-03-05,2024-03-05 15:30:00,2024-03-05 19:50:00,2024-03-05 20:00:00,0 days 00:10:00,Delayed,Staff Shortage
MAN-LIV:20240305:1545,MAN-LIV,2024-03-05,2024-03-05 15:45:00,2024-03-05 16:15:00,2024-03-05 16:15:00,0 days 00:00:00,On Time,
LIV-MAN:20240305:1545,LIV-MAN,2024-03-05,2024-03-05 15:45:00,2024-03-05 16:15:00,,,Cancelled,Traffic
PAD-RDG:20240305:1545,PAD-RDG,2024-03-05,2024-03-05 15:45:00,2024-03-05 16:45:00,2024-03-05 16:45:00,0 days 00:00:00,On Time,
EUS-BHM:20240305:1545,EUS-BHM,2024-03-05,2024-03-05 15:45:00,2024-03-05 17:05:00,2024-03-05 17:05:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:1545,KGX-YRK,2024-03-05,2024-03-05 15:45:00,2024-03-05 17:35:00,2024-03-05 17:35:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:1600,MAN-LIV,2024-03-05,2024-03-05 16:00:00,2024-03-05 16:30:00,2024-03-05 16:30:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:1600,PAD-RDG,2024-03-05,2024-03-05 16:00:00,2024-03-05 17:00:00,2024-03-05 17:00:00,0 days 00:00:00,On Time,
EUS-BHM:20240305:1600,EUS-BHM,2024-03-05,2024-03-05 16:00:00,2024-03-05 17:20:00,2024-03-05 17:20:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:1600,KGX-YRK,2024-03-05,2024-03-05 16:00:00,2024-03-05 17:50:00,2024-03-05 17:50:00,0 days 00:00:00,On Time,
KGX-EDB:20240305:1600,KGX-EDB,2024-03-05,2024-03-05 16:00:00,2024-03-05 20:20:00,,,Cancelled,Technical Issue
MAN-LIV:20240305:1615,MAN-LIV,2024-03-05,2024-03-05 16:15:00,2024-03-05 16:45:00,2024-03-05 16:45:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:1615,PAD-RDG,2024-03-05,2024-03-05 16:15:00,2024-03-05 17:15:00,2024-03-05 17:15:00,0 days 00:00:00,On Time,
STP-LEI:20240305:1615,STP-LEI,2024-03-05,2024-03-05 16:15:00,2024-03-05 17:15:00,2024-03-05 17:15:00,0 days 00:00:00,On Time,
EUS-BHM:20240305:1615,EUS-BHM,2024-03-05,2024-03-05 16:15:00,2024-03-05 17:35:00,2024-03-05 17:35:00,0 days 00:00:00,On Time,
BHM-MAN:20240305:1615,BHM-MAN,2024-03-05,2024-03-05 16:15:00,2024-03-05 17:35:00,2024-03-05 17:35:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:1615,KGX-YRK,2024-03-05,2024-03-05 16:15:00,2024-03-05 18:05:00,2024-03-05 18:05:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:1630,MAN-LIV,2024-03-05,2024-03-05 16:30:00,2024-03-05 17:00:00,2024-03-05 17:00:00,0 days 00:00:00,On Time,
LIV-SHF:20240305:1630,LIV-SHF,2024-03-05,2024-03-05 16:30:00,2024-03-05 17:45:00,2024-03-05 17:45:00,0 days 00:00:00,On Time,
BHM-LIV:20240305:1630,BHM-LIV,2024-03-05,2024-03-05 16:30:00,2024-03-05 18:00:00,2024-03-05 18:00:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:1700,MAN-LIV,2024-03-05,2024-03-05 17:00:00,2024-03-05 17:30:00,2024-03-05 17:30:00,0 days 00:00:00,On Time,
STP-BHM:20240305:1700,STP-BHM,2024-03-05,2024-03-05 17:00:00,2024-03-05 18:20:00,2024-03-05 18:20:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:1700,KGX-YRK,2024-03-05,2024-03-05 17:00:00,2024-03-05 18:50:00,2024-03-05 18:50:00,0 days 00:00:00,On Time,
MAN-LIV:20240305:1715,MAN-LIV,2024-03-05,2024-03-05 17:15:00,2024-03-05 17:45:00,2024-03-05 17:45:00,0 days 00:00:00,On Time,
LIV-MAN:20240305:1715,LIV-MAN,2024-03-05,2024-03-05 17:15:00,2024-03-05 17:45:00,2024-03-05 17:45:00,0 days 00:00:00,On Time,
PAD-RDG:20240305:1715,PAD-RDG,2024-03-05,2024-03-05 17:15:00,2024-03-05 18:15:00,2024-03-05 18:15:00,0 days 00:00:00,On Time,
KGX-YRK:20240305:1715,KGX-YRK,2024-03-05,2024-03-05 17:15:00,2024-03-05 19:05:00,2024-03-05 19:05:00,0 days 00:00:00,On Time,
LIV-EUS:20240305:1730,LIV-EUS,2024-03-05,2024-03-05 17:30:00,2024-03-05 19:45:00,2024-03-05 19:45:00,0 days 00:00:00,Delayed,Technical Issue
